stop_name_encoded,hour,day_of_week,is_weekend,is_peak_hour,stop_sequence,direction_id,is_interchange,delay_minutes
16,11,5,1,0,20,0,0,2.02
17,12,3,0,0,21,0,0,0.0
22,12,0,0,0,22,0,0,0.33
20,12,1,0,0,23,0,0,0.82
5,12,3,0,0,24,0,0,0.96
4,12,4,0,0,25,0,0,1.29
26,12,6,1,0,26,0,0,1.32
14,12,5,1,0,27,0,0,1.38
14,12,4,0,0,1,1,0,0.5
26,12,1,0,0,2,1,0,0.9
4,12,0,0,0,3,1,0,1.3
5,12,5,1,0,4,1,0,1.55
20,12,2,0,0,5,1,0,0.0
22,12,6,1,0,6,1,0,0.08
17,12,2,0,0,7,1,0,0.22
16,12,3,0,0,8,1,0,0.41
23,12,6,1,0,9,1,0,0.78
9,12,1,0,0,10,1,0,1.05
21,12,0,0,0,11,1,0,1.09
1,12,0,0,0,12,1,0,1.1
15,12,5,1,0,13,1,0,1.15
12,12,4,0,0,14,1,0,0.0
7,12,2,0,0,15,1,0,0.0
24,12,2,0,0,16,1,0,0.0
0,12,5,1,0,17,1,1,1.87
25,12,6,1,0,18,1,0,0.58
6,12,5,1,0,19,1,0,0.64
8,12,5,1,0,20,1,0,1.07
3,12,4,0,0,21,1,0,1.47
19,12,1,0,0,22,1,0,1.55
2,12,2,0,0,23,1,0,0.0
13,12,3,0,0,24,1,0,0.24
11,13,1,0,0,25,1,0,0.56
10,13,4,0,0,26,1,0,1.03
18,13,6,1,0,27,1,0,1.32
18,11,3,0,0,1,0,0,0.8
10,11,6,1,0,2,0,0,0.83
11,11,0,0,0,3,0,0,0.93
13,11,3,0,0,4,0,0,0.94
2,11,0,0,0,5,0,0,1.32
19,11,6,1,0,6,0,0,1.68
3,11,6,1,0,7,0,0,1.74
8,11,6,1,0,8,0,0,2.16
6,11,2,0,0,9,0,0,2.24
25,11,5,1,0,10,0,0,2.39
0,11,6,1,0,11,0,1,3.89
24,11,3,0,0,12,0,0,2.64
7,11,3,0,0,13,0,0,2.89
12,11,0,0,0,14,0,0,0.0
15,11,1,0,0,15,0,0,0.49
1,11,5,1,0,16,0,0,0.52
21,12,5,1,0,17,0,0,0.59
9,12,1,0,0,18,0,0,0.62
23,12,5,1,0,19,0,0,0.93
16,12,4,0,0,20,0,0,0.0
17,12,6,1,0,21,0,0,0.42
22,12,3,0,0,22,0,0,0.67
20,12,0,0,0,23,0,0,0.94
5,12,6,1,0,24,0,0,1.22
4,12,5,1,0,25,0,0,1.3
26,12,6,1,0,26,0,0,1.4
14,12,5,1,0,27,0,0,1.56
14,12,3,0,0,1,1,0,1.01
26,12,3,0,0,2,1,0,1.06
4,12,2,0,0,3,1,0,1.55
5,12,5,1,0,4,1,0,1.56
20,12,4,0,0,5,1,0,1.96
22,12,4,0,0,6,1,0,2.35
17,12,2,0,0,7,1,0,2.5
16,12,4,0,0,8,1,0,2.57
23,12,4,0,0,9,1,0,2.64
9,12,4,0,0,10,1,0,2.99
21,12,6,1,0,11,1,0,3.31
1,12,4,0,0,12,1,0,3.71
15,12,4,0,0,13,1,0,4.17
12,12,1,0,0,14,1,0,4.52
7,12,5,1,0,15,1,0,4.6
24,12,4,0,0,16,1,0,4.72
0,12,6,1,0,17,1,1,6.35
25,12,5,1,0,18,1,0,0.0
6,12,2,0,0,19,1,0,0.35
8,12,0,0,0,20,1,0,0.55
3,12,2,0,0,21,1,0,0.0
19,13,0,0,0,22,1,0,0.33
2,13,0,0,0,23,1,0,0.0
13,13,0,0,0,24,1,0,0.47
11,13,0,0,0,25,1,0,0.6
10,13,1,0,0,26,1,0,0.77
18,13,4,0,0,27,1,0,0.97
18,11,0,0,0,1,0,0,0.3
10,11,5,1,0,2,0,0,0.36
11,11,2,0,0,3,0,0,0.0
13,11,6,1,0,4,0,0,0.18
2,11,0,0,0,5,0,0,0.56
19,11,5,1,0,6,0,0,0.0
3,11,4,0,0,7,0,0,0.0
8,11,2,0,0,8,0,0,0.18
6,11,2,0,0,9,0,0,0.37
25,11,3,0,0,10,0,0,0.45
0,11,6,1,0,11,0,1,2.55
24,11,1,0,0,12,0,0,0.94
7,11,1,0,0,13,0,0,1.12
12,12,4,0,0,14,0,0,1.18
15,12,2,0,0,15,0,0,1.49
1,12,6,1,0,16,0,0,1.55
21,12,1,0,0,17,0,0,2.04
9,12,1,0,0,18,0,0,2.43
23,12,6,1,0,19,0,0,2.63
16,12,6,1,0,20,0,0,2.92
17,12,5,1,0,21,0,0,3.37
22,12,2,0,0,22,0,0,3.65
20,12,5,1,0,23,0,0,0.0
5,12,6,1,0,24,0,0,0.19
4,12,1,0,0,25,0,0,0.61
26,12,4,0,0,26,0,0,0.93
14,12,3,0,0,27,0,0,1.26
14,12,0,0,0,1,1,0,2.46
26,12,1,0,0,2,1,0,2.92
4,12,3,0,0,3,1,0,0.0
5,12,4,0,0,4,1,0,0.27
20,12,0,0,0,5,1,0,0.64
22,12,1,0,0,6,1,0,0.0
17,12,6,1,0,7,1,0,0.3
16,12,0,0,0,8,1,0,0.39
23,12,6,1,0,9,1,0,0.0
9,12,0,0,0,10,1,0,0.36
21,12,1,0,0,11,1,0,0.4
1,12,2,0,0,12,1,0,0.64
15,12,3,0,0,13,1,0,0.72
12,12,2,0,0,14,1,0,0.89
7,12,2,0,0,15,1,0,0.9
24,12,5,1,0,16,1,0,1.1
0,12,2,0,0,17,1,1,2.99
25,12,0,0,0,18,1,0,1.71
6,13,0,0,0,19,1,0,2.12
8,13,3,0,0,20,1,0,0.0
3,13,5,1,0,21,1,0,0.0
19,13,3,0,0,22,1,0,0.0
2,13,5,1,0,23,1,0,0.0
13,13,0,0,0,24,1,0,0.0
11,13,4,0,0,25,1,0,0.42
10,13,1,0,0,26,1,0,0.67
18,13,4,0,0,27,1,0,1.16
18,11,4,0,0,1,0,0,0.0
10,11,0,0,0,2,0,0,0.32
11,11,5,1,0,3,0,0,0.49
13,11,5,1,0,4,0,0,0.0
2,11,0,0,0,5,0,0,0.03
19,11,1,0,0,6,0,0,0.31
3,11,6,1,0,7,0,0,0.6
8,11,6,1,0,8,0,0,0.93
6,11,6,1,0,9,0,0,1.06
25,11,6,1,0,10,0,0,1.24
0,11,4,0,0,11,0,1,2.86
24,12,1,0,0,12,0,0,2.07
7,12,5,1,0,13,0,0,2.36
12,12,6,1,0,14,0,0,2.74
15,12,0,0,0,15,0,0,3.09
1,12,0,0,0,16,0,0,3.2
21,12,0,0,0,17,0,0,3.48
9,12,6,1,0,18,0,0,3.92
23,12,2,0,0,19,0,0,4.13
16,12,6,1,0,20,0,0,4.62
17,12,0,0,0,21,0,0,0.0
22,12,6,1,0,22,0,0,0.07
20,12,0,0,0,23,0,0,0.27
5,12,3,0,0,24,0,0,0.74
4,12,3,0,0,25,0,0,0.9
26,12,5,1,0,26,0,0,1.34
14,12,6,1,0,27,0,0,0.0
14,12,6,1,0,1,1,0,0.47
26,12,6,1,0,2,1,0,0.0
4,12,5,1,0,3,1,0,0.16
5,12,6,1,0,4,1,0,0.55
20,12,5,1,0,5,1,0,0.77
22,12,2,0,0,6,1,0,1.01
17,12,2,0,0,7,1,0,1.4
16,12,3,0,0,8,1,0,0.0
23,12,1,0,0,9,1,0,0.0
9,12,4,0,0,10,1,0,0.19
21,12,3,0,0,11,1,0,0.37
1,12,4,0,0,12,1,0,0.63
15,12,4,0,0,13,1,0,1.04
12,12,5,1,0,14,1,0,1.22
7,12,3,0,0,15,1,0,0.0
24,13,4,0,0,16,1,0,0.34
0,13,5,1,0,17,1,1,1.75
25,13,5,1,0,18,1,0,0.94
6,13,3,0,0,19,1,0,1.3
8,13,4,0,0,20,1,0,1.59
3,13,6,1,0,21,1,0,0.0
19,13,1,0,0,22,1,0,0.01
2,13,1,0,0,23,1,0,0.0
13,13,5,1,0,24,1,0,0.25
11,13,5,1,0,25,1,0,0.53
10,13,0,0,0,26,1,0,0.71
18,13,4,0,0,27,1,0,0.75
18,11,1,0,0,1,0,0,0.0
10,11,4,0,0,2,0,0,0.2
11,11,4,0,0,3,0,0,0.44
13,11,3,0,0,4,0,0,0.46
2,11,0,0,0,5,0,0,0.48
19,11,6,1,0,6,0,0,0.84
3,11,3,0,0,7,0,0,1.11
8,12,4,0,0,8,0,0,1.36
6,12,3,0,0,9,0,0,1.49
25,12,3,0,0,10,0,0,1.86
0,12,2,0,0,11,0,1,3.13
24,12,3,0,0,12,0,0,2.17
7,12,3,0,0,13,0,0,0.0
12,12,4,0,0,14,0,0,0.12
15,12,4,0,0,15,0,0,0.45
1,12,3,0,0,16,0,0,0.77
21,12,5,1,0,17,0,0,1.18
9,12,0,0,0,18,0,0,0.0
23,12,6,1,0,19,0,0,0.04
16,12,5,1,0,20,0,0,0.17
17,12,6,1,0,21,0,0,0.66
22,12,0,0,0,22,0,0,0.0
20,12,4,0,0,23,0,0,0.35
5,12,1,0,0,24,0,0,0.36
4,12,1,0,0,25,0,0,0.0
26,12,5,1,0,26,0,0,0.02
14,12,0,0,0,27,0,0,0.3
14,12,2,0,0,1,1,0,3.02
26,12,3,0,0,2,1,0,3.29
4,12,0,0,0,3,1,0,3.52
5,12,4,0,0,4,1,0,3.99
20,12,1,0,0,5,1,0,4.33
22,12,5,1,0,6,1,0,4.36
17,12,0,0,0,7,1,0,0.0
16,12,0,0,0,8,1,0,0.12
23,12,4,0,0,9,1,0,0.36
9,12,6,1,0,10,1,0,0.58
21,12,6,1,0,11,1,0,0.87
1,12,4,0,0,12,1,0,1.05
15,13,1,0,0,13,1,0,0.0
12,13,5,1,0,14,1,0,0.25
7,13,5,1,0,15,1,0,0.0
24,13,6,1,0,16,1,0,0.33
0,13,0,0,0,17,1,1,2.44
25,13,3,0,0,18,1,0,0.96
6,13,2,0,0,19,1,0,1.06
8,13,0,0,0,20,1,0,1.08
3,13,5,1,0,21,1,0,1.45
19,13,6,1,0,22,1,0,1.87
2,13,6,1,0,23,1,0,2.35
13,13,4,0,0,24,1,0,2.79
11,13,4,0,0,25,1,0,3.1
10,13,2,0,0,26,1,0,3.36
18,13,2,0,0,27,1,0,3.37
18,11,3,0,0,1,0,0,0.51
10,11,6,1,0,2,0,0,0.83
11,11,3,0,0,3,0,0,1.11
13,11,6,1,0,4,0,0,1.48
2,12,3,0,0,5,0,0,1.62
19,12,3,0,0,6,0,0,1.9
3,12,0,0,0,7,0,0,1.94
8,12,1,0,0,8,0,0,0.0
6,12,3,0,0,9,0,0,0.38
25,12,5,1,0,10,0,0,0.72
0,12,2,0,0,11,0,1,2.49
24,12,5,1,0,12,0,0,1.47
7,12,3,0,0,13,0,0,0.0
12,12,1,0,0,14,0,0,0.0
15,12,3,0,0,15,0,0,0.43
1,12,6,1,0,16,0,0,0.77
21,12,0,0,0,17,0,0,1.21
9,12,6,1,0,18,0,0,1.31
23,12,4,0,0,19,0,0,1.75
16,12,0,0,0,20,0,0,1.78
17,12,0,0,0,21,0,0,2.22
22,12,4,0,0,22,0,0,2.39
20,12,0,0,0,23,0,0,2.55
5,12,2,0,0,24,0,0,2.8
4,12,0,0,0,25,0,0,3.27
26,12,0,0,0,26,0,0,3.3
14,12,5,1,0,27,0,0,3.47
14,12,5,1,0,1,1,0,2.14
26,12,6,1,0,2,1,0,2.24
4,12,1,0,0,3,1,0,2.45
5,12,6,1,0,4,1,0,2.64
20,12,4,0,0,5,1,0,3.1
22,12,3,0,0,6,1,0,3.48
17,12,3,0,0,7,1,0,3.74
16,12,1,0,0,8,1,0,0.0
23,12,6,1,0,9,1,0,0.23
9,13,0,0,0,10,1,0,0.26
21,13,1,0,0,11,1,0,0.39
1,13,3,0,0,12,1,0,0.61
15,13,1,0,0,13,1,0,0.0
12,13,6,1,0,14,1,0,0.47
7,13,2,0,0,15,1,0,0.86
24,13,1,0,0,16,1,0,0.99
0,13,6,1,0,17,1,1,3.01
25,13,1,0,0,18,1,0,1.76
6,13,4,0,0,19,1,0,2.2
8,13,0,0,0,20,1,0,2.46
3,13,0,0,0,21,1,0,2.84
19,13,0,0,0,22,1,0,3.12
2,13,1,0,0,23,1,0,3.4
13,13,1,0,0,24,1,0,3.46
11,13,1,0,0,25,1,0,3.52
10,13,2,0,0,26,1,0,3.79
18,13,2,0,0,27,1,0,3.92
18,11,3,0,0,1,0,0,0.38
10,12,1,0,0,2,0,0,0.4
11,12,2,0,0,3,0,0,0.7
13,12,4,0,0,4,0,0,0.97
2,12,6,1,0,5,0,0,1.45
19,12,2,0,0,6,0,0,0.0
3,12,0,0,0,7,0,0,0.03
8,12,4,0,0,8,0,0,0.31
6,12,1,0,0,9,0,0,0.73
25,12,1,0,0,10,0,0,0.0
0,12,1,0,0,11,0,1,0.0
24,12,1,0,0,12,0,0,0.45
7,12,5,1,0,13,0,0,0.55
12,12,0,0,0,14,0,0,0.86
15,12,2,0,0,15,0,0,1.06
1,12,3,0,0,16,0,0,0.0
21,12,4,0,0,17,0,0,0.17
9,12,6,1,0,18,0,0,0.31
23,12,2,0,0,19,0,0,0.65
16,12,0,0,0,20,0,0,0.0
17,12,6,1,0,21,0,0,0.13
22,12,0,0,0,22,0,0,0.54
20,12,5,1,0,23,0,0,0.0
5,12,2,0,0,24,0,0,0.27
4,12,0,0,0,25,0,0,0.3
26,12,6,1,0,26,0,0,0.77
14,12,4,0,0,27,0,0,1.15
14,12,4,0,0,1,1,0,1.48
26,12,3,0,0,2,1,0,1.81
4,12,4,0,0,3,1,0,0.0
5,12,0,0,0,4,1,0,0.36
20,12,2,0,0,5,1,0,0.82
22,12,6,1,0,6,1,0,1.08
17,13,2,0,0,7,1,0,1.14
16,13,1,0,0,8,1,0,0.0
23,13,4,0,0,9,1,0,0.0
9,13,0,0,0,10,1,0,0.3
21,13,3,0,0,11,1,0,0.54
1,13,2,0,0,12,1,0,0.85
15,13,2,0,0,13,1,0,0.85
12,13,0,0,0,14,1,0,0.95
7,13,1,0,0,15,1,0,0.0
24,13,2,0,0,16,1,0,0.0
0,13,1,0,0,17,1,1,1.62
25,13,1,0,0,18,1,0,0.55
6,13,0,0,0,19,1,0,0.85
8,13,1,0,0,20,1,0,1.0
3,13,2,0,0,21,1,0,1.21
19,13,0,0,0,22,1,0,1.31
2,13,0,0,0,23,1,0,1.8
13,13,0,0,0,24,1,0,1.86
11,13,4,0,0,25,1,0,0.0
10,13,3,0,0,26,1,0,0.0
18,13,4,0,0,27,1,0,0.11
18,12,4,0,0,1,0,0,1.62
10,12,3,0,0,2,0,0,1.66
11,12,0,0,0,3,0,0,1.89
13,12,1,0,0,4,0,0,1.9
2,12,0,0,0,5,0,0,1.94
19,12,6,1,0,6,0,0,2.35
3,12,5,1,0,7,0,0,2.73
8,12,6,1,0,8,0,0,0.0
6,12,5,1,0,9,0,0,0.43
25,12,6,1,0,10,0,0,0.77
0,12,4,0,0,11,0,1,2.58
24,12,5,1,0,12,0,0,1.22
7,12,2,0,0,13,0,0,1.62
12,12,5,1,0,14,0,0,1.87
15,12,4,0,0,15,0,0,1.99
1,12,3,0,0,16,0,0,2.41
21,12,2,0,0,17,0,0,2.77
9,12,4,0,0,18,0,0,3.26
23,12,4,0,0,19,0,0,3.34
16,12,5,1,0,20,0,0,3.46
17,12,1,0,0,21,0,0,3.56
22,12,0,0,0,22,0,0,0.0
20,12,1,0,0,23,0,0,0.0
5,12,3,0,0,24,0,0,0.0
4,12,2,0,0,25,0,0,0.5
26,12,6,1,0,26,0,0,0.51
14,12,0,0,0,27,0,0,0.93
14,12,6,1,0,1,1,0,0.88
26,12,0,0,0,2,1,0,1.15
4,12,6,1,0,3,1,0,1.6
5,13,1,0,0,4,1,0,2.07
20,13,6,1,0,5,1,0,2.07
22,13,4,0,0,6,1,0,0.0
17,13,1,0,0,7,1,0,0.13
16,13,3,0,0,8,1,0,0.46
23,13,2,0,0,9,1,0,0.9
9,13,0,0,0,10,1,0,1.13
21,13,5,1,0,11,1,0,1.44
1,13,6,1,0,12,1,0,1.53
15,13,2,0,0,13,1,0,0.0
12,13,5,1,0,14,1,0,0.48
7,13,0,0,0,15,1,0,0.62
24,13,3,0,0,16,1,0,0.87
0,13,4,0,0,17,1,1,2.47
25,13,1,0,0,18,1,0,1.16
6,13,0,0,0,19,1,0,1.23
8,13,5,1,0,20,1,0,0.0
3,13,0,0,0,21,1,0,0.17
19,13,0,0,0,22,1,0,0.43
2,13,6,1,0,23,1,0,0.0
13,13,4,0,0,24,1,0,0.0
11,13,6,1,0,25,1,0,0.38
10,13,3,0,0,26,1,0,0.74
18,13,1,0,0,27,1,0,0.92
18,12,1,0,0,1,0,0,0.43
10,12,0,0,0,2,0,0,0.91
11,12,0,0,0,3,0,0,1.03
13,12,0,0,0,4,0,0,1.19
2,12,4,0,0,5,0,0,1.28
19,12,6,1,0,6,0,0,1.57
3,12,5,1,0,7,0,0,0.0
8,12,2,0,0,8,0,0,0.18
6,12,3,0,0,9,0,0,0.53
25,12,5,1,0,10,0,0,0.81
0,12,1,0,0,11,0,1,2.42
24,12,5,1,0,12,0,0,1.28
7,12,2,0,0,13,0,0,1.28
12,12,3,0,0,14,0,0,1.32
15,12,2,0,0,15,0,0,1.76
1,12,0,0,0,16,0,0,1.8
21,12,4,0,0,17,0,0,2.16
9,12,4,0,0,18,0,0,2.62
23,12,5,1,0,19,0,0,0.0
16,12,3,0,0,20,0,0,0.19
17,12,6,1,0,21,0,0,0.47
22,12,0,0,0,22,0,0,0.91
20,12,0,0,0,23,0,0,1.38
5,12,4,0,0,24,0,0,1.75
4,12,3,0,0,25,0,0,1.79
26,12,4,0,0,26,0,0,2.13
14,12,4,0,0,27,0,0,2.33
14,13,3,0,0,1,1,0,0.66
26,13,1,0,0,2,1,0,0.76
4,13,6,1,0,3,1,0,1.15
5,13,5,1,0,4,1,0,1.38
20,13,6,1,0,5,1,0,1.53
22,13,5,1,0,6,1,0,1.72
17,13,2,0,0,7,1,0,2.15
16,13,2,0,0,8,1,0,2.52
23,13,2,0,0,9,1,0,2.66
9,13,0,0,0,10,1,0,2.72
21,13,0,0,0,11,1,0,2.84
1,13,2,0,0,12,1,0,0.0
15,13,5,1,0,13,1,0,0.0
12,13,4,0,0,14,1,0,0.27
7,13,3,0,0,15,1,0,0.0
24,13,2,0,0,16,1,0,0.18
0,13,1,0,0,17,1,1,0.0
25,13,1,0,0,18,1,0,0.06
6,13,1,0,0,19,1,0,0.12
8,13,4,0,0,20,1,0,0.39
3,13,6,1,0,21,1,0,0.86
19,13,6,1,0,22,1,0,1.01
2,13,5,1,0,23,1,0,0.0
13,13,0,0,0,24,1,0,0.38
11,13,4,0,0,25,1,0,0.51
10,13,5,1,0,26,1,0,0.52
18,13,0,0,0,27,1,0,0.58
18,12,1,0,0,1,0,0,0.0
10,12,3,0,0,2,0,0,0.19
11,12,2,0,0,3,0,0,0.44
13,12,4,0,0,4,0,0,0.8
2,12,3,0,0,5,0,0,0.86
19,12,2,0,0,6,0,0,1.06
3,12,1,0,0,7,0,0,1.3
8,12,5,1,0,8,0,0,1.57
6,12,1,0,0,9,0,0,0.0
25,12,5,1,0,10,0,0,0.09
0,12,6,1,0,11,0,1,2.18
24,12,2,0,0,12,0,0,0.77
7,12,6,1,0,13,0,0,1.12
12,12,0,0,0,14,0,0,1.32
15,12,0,0,0,15,0,0,1.39
1,12,2,0,0,16,0,0,1.73
21,12,0,0,0,17,0,0,0.0
9,12,1,0,0,18,0,0,0.32
23,12,1,0,0,19,0,0,0.49
16,12,1,0,0,20,0,0,0.0
17,12,3,0,0,21,0,0,0.29
22,12,0,0,0,22,0,0,0.34
20,12,1,0,0,23,0,0,0.56
5,12,4,0,0,24,0,0,0.94
4,12,6,1,0,25,0,0,1.34
26,13,4,0,0,26,0,0,1.58
14,13,0,0,0,27,0,0,2.03
14,13,1,0,0,1,1,0,0.0
26,13,0,0,0,2,1,0,0.45
4,13,4,0,0,3,1,0,0.9
5,13,1,0,0,4,1,0,1.24
20,13,6,1,0,5,1,0,0.0
22,13,0,0,0,6,1,0,0.04
17,13,4,0,0,7,1,0,0.0
16,13,4,0,0,8,1,0,0.16
23,13,6,1,0,9,1,0,0.25
9,13,3,0,0,10,1,0,0.37
21,13,0,0,0,11,1,0,0.58
1,13,6,1,0,12,1,0,0.7
15,13,4,0,0,13,1,0,0.86
12,13,3,0,0,14,1,0,0.93
7,13,6,1,0,15,1,0,1.08
24,13,3,0,0,16,1,0,1.37
0,13,1,0,0,17,1,1,2.93
25,13,1,0,0,18,1,0,1.96
6,13,0,0,0,19,1,0,2.41
8,13,6,1,0,20,1,0,2.79
3,13,0,0,0,21,1,0,2.95
19,13,2,0,0,22,1,0,3.32
2,13,2,0,0,23,1,0,3.4
13,13,2,0,0,24,1,0,3.46
11,13,2,0,0,25,1,0,3.64
10,13,4,0,0,26,1,0,4.04
18,13,3,0,0,27,1,0,4.16
18,12,5,1,0,1,0,0,0.0
10,12,6,1,0,2,0,0,0.43
11,12,4,0,0,3,0,0,0.0
13,12,0,0,0,4,0,0,0.0
2,12,0,0,0,5,0,0,0.28
19,12,2,0,0,6,0,0,0.54
3,12,0,0,0,7,0,0,0.87
8,12,0,0,0,8,0,0,0.99
6,12,4,0,0,9,0,0,1.42
25,12,3,0,0,10,0,0,1.57
0,12,3,0,0,11,0,1,2.94
24,12,4,0,0,12,0,0,0.0
7,12,6,1,0,13,0,0,0.18
12,12,2,0,0,14,0,0,0.45
15,12,0,0,0,15,0,0,0.0
1,12,2,0,0,16,0,0,0.4
21,12,2,0,0,17,0,0,0.5
9,12,6,1,0,18,0,0,0.0
23,12,3,0,0,19,0,0,0.4
16,12,4,0,0,20,0,0,0.68
17,12,4,0,0,21,0,0,1.05
22,12,1,0,0,22,0,0,1.38
20,13,0,0,0,23,0,0,1.56
5,13,6,1,0,24,0,0,1.97
4,13,6,1,0,25,0,0,2.11
26,13,1,0,0,26,0,0,2.4
14,13,0,0,0,27,0,0,2.77
14,13,5,1,0,1,1,0,0.0
26,13,6,1,0,2,1,0,0.23
4,13,5,1,0,3,1,0,0.0
5,13,5,1,0,4,1,0,0.46
20,13,5,1,0,5,1,0,0.74
22,13,4,0,0,6,1,0,1.07
17,13,6,1,0,7,1,0,1.52
16,13,5,1,0,8,1,0,1.57
23,13,0,0,0,9,1,0,1.69
9,13,2,0,0,10,1,0,2.04
21,13,2,0,0,11,1,0,0.0
1,13,0,0,0,12,1,0,0.0
15,13,4,0,0,13,1,0,0.21
12,13,5,1,0,14,1,0,0.25
7,13,1,0,0,15,1,0,0.47
24,13,0,0,0,16,1,0,0.59
0,13,0,0,0,17,1,1,2.5
25,13,2,0,0,18,1,0,0.77
6,13,3,0,0,19,1,0,0.0
8,13,0,0,0,20,1,0,0.21
3,13,4,0,0,21,1,0,0.51
19,13,5,1,0,22,1,0,0.56
2,13,3,0,0,23,1,0,0.73
13,13,0,0,0,24,1,0,0.77
11,13,0,0,0,25,1,0,1.25
10,13,2,0,0,26,1,0,1.65
18,13,4,0,0,27,1,0,1.88
18,12,4,0,0,1,0,0,0.72
10,12,2,0,0,2,0,0,0.0
11,12,1,0,0,3,0,0,0.08
13,12,2,0,0,4,0,0,0.36
2,12,3,0,0,5,0,0,0.83
19,12,4,0,0,6,0,0,0.0
3,12,6,1,0,7,0,0,0.12
8,12,6,1,0,8,0,0,0.59
6,12,2,0,0,9,0,0,0.67
25,12,4,0,0,10,0,0,0.73
0,12,4,0,0,11,0,1,2.88
24,12,4,0,0,12,0,0,1.25
7,12,0,0,0,13,0,0,1.75
12,12,1,0,0,14,0,0,2.09
15,12,5,1,0,15,0,0,2.13
1,12,6,1,0,16,0,0,2.62
21,12,4,0,0,17,0,0,2.83
9,12,2,0,0,18,0,0,2.97
23,12,3,0,0,19,0,0,3.25
16,13,4,0,0,20,0,0,3.4
17,13,6,1,0,21,0,0,3.45
22,13,4,0,0,22,0,0,3.45
20,13,4,0,0,23,0,0,3.67
5,13,6,1,0,24,0,0,4.09
4,13,4,0,0,25,0,0,4.38
26,13,1,0,0,26,0,0,4.88
14,13,2,0,0,27,0,0,5.02
14,13,3,0,0,1,1,0,0.41
26,13,5,1,0,2,1,0,0.49
4,13,5,1,0,3,1,0,0.63
5,13,5,1,0,4,1,0,1.03
20,13,4,0,0,5,1,0,1.48
22,13,6,1,0,6,1,0,1.97
17,13,5,1,0,7,1,0,2.09
16,13,6,1,0,8,1,0,0.0
23,13,1,0,0,9,1,0,0.16
9,13,5,1,0,10,1,0,0.22
21,13,4,0,0,11,1,0,0.66
1,13,5,1,0,12,1,0,0.97
15,13,5,1,0,13,1,0,1.06
12,13,6,1,0,14,1,0,1.27
7,13,3,0,0,15,1,0,1.41
24,13,6,1,0,16,1,0,1.78
0,13,1,0,0,17,1,1,4.0
25,13,6,1,0,18,1,0,0.0
6,13,2,0,0,19,1,0,0.18
8,13,5,1,0,20,1,0,0.42
3,13,6,1,0,21,1,0,0.67
19,13,2,0,0,22,1,0,0.83
2,13,4,0,0,23,1,0,1.19
13,13,4,0,0,24,1,0,1.63
11,14,2,0,0,25,1,0,2.1
10,14,2,0,0,26,1,0,2.5
18,14,2,0,0,27,1,0,2.93
18,12,1,0,0,1,0,0,0.0
10,12,0,0,0,2,0,0,0.15
11,12,3,0,0,3,0,0,0.35
13,12,4,0,0,4,0,0,0.51
2,12,5,1,0,5,0,0,0.0
19,12,6,1,0,6,0,0,0.14
3,12,6,1,0,7,0,0,0.62
8,12,4,0,0,8,0,0,0.78
6,12,4,0,0,9,0,0,0.0
25,12,4,0,0,10,0,0,0.26
0,12,1,0,0,11,0,1,1.4
24,12,0,0,0,12,0,0,0.4
7,12,5,1,0,13,0,0,0.63
12,12,2,0,0,14,0,0,0.85
15,12,2,0,0,15,0,0,1.25
1,12,1,0,0,16,0,0,1.62
21,13,1,0,0,17,0,0,1.83
9,13,2,0,0,18,0,0,2.0
23,13,3,0,0,19,0,0,2.16
16,13,2,0,0,20,0,0,0.0
17,13,6,1,0,21,0,0,0.03
22,13,5,1,0,22,0,0,0.03
20,13,3,0,0,23,0,0,0.43
5,13,3,0,0,24,0,0,0.67
4,13,3,0,0,25,0,0,0.73
26,13,6,1,0,26,0,0,0.85
14,13,0,0,0,27,0,0,0.0
14,13,0,0,0,1,1,0,2.32
26,13,5,1,0,2,1,0,0.0
4,13,3,0,0,3,1,0,0.0
5,13,3,0,0,4,1,0,0.49
20,13,0,0,0,5,1,0,0.0
22,13,3,0,0,6,1,0,0.11
17,13,3,0,0,7,1,0,0.51
16,13,3,0,0,8,1,0,0.61
23,13,5,1,0,9,1,0,0.72
9,13,4,0,0,10,1,0,0.0
21,13,4,0,0,11,1,0,0.2
1,13,0,0,0,12,1,0,0.67
15,13,5,1,0,13,1,0,0.71
12,13,3,0,0,14,1,0,0.97
7,13,0,0,0,15,1,0,0.0
24,13,0,0,0,16,1,0,0.45
0,13,6,1,0,17,1,1,1.9
25,13,4,0,0,18,1,0,0.84
6,13,6,1,0,19,1,0,0.0
8,13,4,0,0,20,1,0,0.0
3,13,1,0,0,21,1,0,0.46
19,14,5,1,0,22,1,0,0.54
2,14,4,0,0,23,1,0,0.6
13,14,6,1,0,24,1,0,0.64
11,14,6,1,0,25,1,0,1.1
10,14,3,0,0,26,1,0,1.2
18,14,0,0,0,27,1,0,1.4
18,12,4,0,0,1,0,0,0.9
10,12,2,0,0,2,0,0,0.93
11,12,5,1,0,3,0,0,0.0
13,12,1,0,0,4,0,0,0.47
2,12,1,0,0,5,0,0,0.92
19,12,1,0,0,6,0,0,1.31
3,12,5,1,0,7,0,0,1.32
8,12,3,0,0,8,0,0,1.48
6,12,6,1,0,9,0,0,1.8
25,12,5,1,0,10,0,0,1.94
0,12,0,0,0,11,0,1,4.02
24,12,4,0,0,12,0,0,2.43
7,12,1,0,0,13,0,0,2.88
12,13,3,0,0,14,0,0,3.36
