station_id_encoded,hour,is_peak,station_congestion,stop_sequence,prev_delay,route_encoded,day_of_week,is_weekend,weather_severity,event_intensity,recovery_factor,delay_minutes,trip_id
8,18,1,1.0,5,5.02,2,0,0,0,0.0,0.1,5.79,SA_113713
64,18,1,1.0,6,5.79,2,5,1,0,0.0,0.1,6.57,SA_113713
10,18,1,1.0,7,6.57,2,2,0,1,0.0,0.1,9.67,SA_113713
20,18,1,1.0,8,9.67,2,1,0,0,0.0,0.1,9.83,SA_113713
22,18,1,1.0,9,9.83,2,1,0,1,0.0,0.1,12.76,SA_113713
105,18,1,1.0,10,12.76,2,1,0,0,0.0,0.1,12.42,SA_113713
2,18,1,3.5,11,12.42,2,6,1,1,0.7629490170422616,0.1,21.93,SA_113713
91,18,1,1.0,12,21.93,2,3,0,0,0.0,0.1,20.41,SA_113713
32,18,1,1.0,13,20.41,2,1,0,0,0.0,0.1,18.44,SA_113713
40,18,1,1.0,14,18.44,2,6,1,1,0.0,0.1,19.35,SA_113713
48,18,1,1.0,15,19.35,2,4,0,1,0.0,0.1,20.54,SA_113713
4,18,1,1.0,16,20.54,2,6,1,0,0.0,0.1,19.12,SA_113713
72,18,1,1.0,17,19.12,2,0,0,0,0.0,0.1,17.38,SA_113713
24,18,1,1.0,18,17.38,2,6,1,0,0.0,0.1,16.16,SA_113713
80,18,1,1.0,19,16.16,2,3,0,0,0.0,0.3,10.48,SA_113713
54,18,1,1.0,20,10.48,2,5,1,0,0.0,0.3,7.14,SA_113713
58,18,1,1.0,21,7.14,2,6,1,0,0.0,0.3,5.58,SA_113713
76,18,1,1.0,22,5.58,2,1,0,1,0.0,0.3,6.33,SA_113713
60,18,1,1.0,23,6.33,2,0,0,0,0.0,0.3,4.81,SA_113713
18,18,1,1.0,24,4.81,2,2,0,0,0.0,0.3,3.75,SA_113713
14,18,1,1.0,25,3.75,2,1,0,0,0.0,0.3,2.88,SA_113713
113,18,1,1.0,26,2.88,2,0,0,0,0.0,0.3,3.19,SA_113713
46,18,1,1.0,27,3.19,2,4,0,0,0.0,0.3,3.12,SA_113713
47,19,1,1.0,1,0.0,2,2,0,0,0.0,0.1,2.5,SA_113714
114,19,1,1.0,2,2.5,2,4,0,0,0.0,0.1,3.65,SA_113714
15,19,1,1.0,3,3.65,2,5,1,1,0.0,0.1,6.79,SA_113714
19,19,1,1.0,4,6.79,2,0,0,0,0.0,0.1,7.18,SA_113714
61,19,1,1.0,5,7.18,2,4,0,0,0.0,0.1,7.89,SA_113714
77,19,1,1.0,6,7.89,2,5,1,0,0.0,0.1,8.59,SA_113714
59,19,1,1.0,7,8.59,2,0,0,1,0.0,0.1,11.17,SA_113714
55,19,1,1.0,8,11.17,2,0,0,0,0.0,0.1,10.53,SA_113714
81,19,1,1.0,9,10.53,2,4,0,0,0.0,0.1,10.22,SA_113714
25,19,1,1.0,10,10.22,2,0,0,0,0.0,0.1,10.74,SA_113714
73,19,1,1.0,11,10.74,2,1,0,1,0.0,0.1,12.91,SA_113714
5,19,1,1.0,12,12.91,2,0,0,0,0.0,0.1,12.45,SA_113714
49,19,1,1.0,13,12.45,2,3,0,0,0.0,0.1,12.5,SA_113714
41,19,1,1.0,14,12.5,2,5,1,1,0.0,0.1,14.47,SA_113714
33,19,1,1.0,15,14.47,2,0,0,0,0.0,0.1,13.75,SA_113714
92,19,1,1.0,16,13.75,2,3,0,0,0.0,0.1,13.43,SA_113714
3,19,1,3.5,17,13.43,2,0,0,0,0.9986987212454019,0.1,22.17,SA_113714
106,19,1,1.0,18,22.17,2,0,0,0,0.0,0.1,20.15,SA_113714
23,19,1,1.0,19,20.15,2,4,0,0,0.0,0.3,13.46,SA_113714
21,19,1,1.0,20,13.46,2,1,0,0,0.0,0.3,8.97,SA_113714
11,19,1,1.0,21,8.97,2,5,1,0,0.0,0.3,6.12,SA_113714
65,19,1,1.0,22,6.12,2,1,0,0,0.0,0.3,4.77,SA_113714
9,19,1,1.0,23,4.77,2,2,0,1,0.0,0.3,5.29,SA_113714
45,19,1,1.0,24,5.29,2,4,0,0,0.0,0.3,4.34,SA_113714
43,19,1,1.0,25,4.34,2,4,0,0,0.0,0.3,4.58,SA_113714
37,19,1,1.0,26,4.58,2,1,0,0,0.0,0.3,4.1,SA_113714
69,19,1,1.0,27,4.1,2,6,1,0,0.0,0.3,3.46,SA_113714
68,18,1,1.0,1,0.0,2,4,0,0,0.0,0.1,1.95,SA_113715
36,18,1,1.0,2,1.95,2,1,0,0,0.0,0.1,3.3,SA_113715
42,18,1,1.0,3,3.3,2,4,0,1,0.0,0.1,6.71,SA_113715
44,18,1,1.0,4,6.71,2,0,0,0,0.0,0.1,7.12,SA_113715
8,18,1,1.0,5,7.12,2,1,0,1,0.0,0.1,9.68,SA_113715
64,18,1,1.0,6,9.68,2,1,0,2,0.0,0.1,14.9,SA_113715
10,18,1,1.0,7,14.9,2,3,0,0,0.0,0.1,13.97,SA_113715
20,18,1,1.0,8,13.97,2,4,0,0,0.0,0.1,12.73,SA_113715
22,18,1,1.0,9,12.73,2,4,0,2,0.0,0.1,17.21,SA_113715
105,18,1,1.0,10,17.21,2,1,0,2,0.0,0.1,21.42,SA_113715
2,18,1,3.5,11,21.42,2,0,0,0,0.9350239901642123,0.1,28.02,SA_113715
91,18,1,1.0,12,28.02,2,0,0,0,0.0,0.1,25.84,SA_113715
32,18,1,1.0,13,25.84,2,5,1,0,0.0,0.1,23.59,SA_113715
40,18,1,1.0,14,23.59,2,0,0,2,0.0,0.1,26.65,SA_113715
48,18,1,1.0,15,26.65,2,4,0,0,0.0,0.1,24.12,SA_113715
4,18,1,1.0,16,24.12,2,6,1,0,0.0,0.1,21.98,SA_113715
72,18,1,1.0,17,21.98,2,3,0,1,0.0,0.1,22.6,SA_113715
24,18,1,1.0,18,22.6,2,1,0,0,0.0,0.1,20.62,SA_113715
80,18,1,1.0,19,20.62,2,2,0,0,0.0,0.3,13.48,SA_113715
54,18,1,1.0,20,13.48,2,3,0,0,0.0,0.3,8.79,SA_113715
58,18,1,1.0,21,8.79,2,6,1,1,0.0,0.3,7.71,SA_113715
76,18,1,1.0,22,7.71,2,2,0,0,0.0,0.3,5.3,SA_113715
60,18,1,1.0,23,5.3,2,3,0,0,0.0,0.3,4.82,SA_113715
18,18,1,1.0,24,4.82,2,0,0,0,0.0,0.3,4.07,SA_113715
14,19,1,1.0,25,4.07,2,4,0,0,0.0,0.3,3.57,SA_113715
113,19,1,1.0,26,3.57,2,6,1,0,0.0,0.3,2.85,SA_113715
46,19,1,1.0,27,2.85,2,2,0,0,0.0,0.3,2.94,SA_113715
47,19,1,1.0,1,0.0,2,6,1,0,0.0,0.1,2.44,SA_113716
114,19,1,1.0,2,2.44,2,3,0,1,0.0,0.1,5.94,SA_113716
15,19,1,1.0,3,5.94,2,4,0,1,0.0,0.1,9.09,SA_113716
19,19,1,1.0,4,9.09,2,6,1,0,0.0,0.1,8.97,SA_113716
61,19,1,1.0,5,8.97,2,2,0,0,0.0,0.1,8.8,SA_113716
77,19,1,1.0,6,8.8,2,1,0,0,0.0,0.1,8.69,SA_113716
59,19,1,1.0,7,8.69,2,3,0,1,0.0,0.1,11.75,SA_113716
55,19,1,1.0,8,11.75,2,1,0,0,0.0,0.1,11.61,SA_113716
81,19,1,1.0,9,11.61,2,0,0,0,0.0,0.1,11.13,SA_113716
25,19,1,1.0,10,11.13,2,1,0,0,0.0,0.1,11.22,SA_113716
73,19,1,1.0,11,11.22,2,1,0,0,0.0,0.1,10.81,SA_113716
5,19,1,1.0,12,10.81,2,5,1,0,0.0,0.1,10.11,SA_113716
49,19,1,1.0,13,10.11,2,3,0,0,0.0,0.1,10.3,SA_113716
41,19,1,1.0,14,10.3,2,0,0,0,0.0,0.1,10.75,SA_113716
33,19,1,1.0,15,10.75,2,1,0,0,0.0,0.1,10.8,SA_113716
92,19,1,1.0,16,10.8,2,4,0,0,0.0,0.1,10.12,SA_113716
3,19,1,3.5,17,10.12,2,2,0,0,0.9520107954333115,0.1,18.6,SA_113716
106,19,1,1.0,18,18.6,2,1,0,0,0.0,0.1,17.23,SA_113716
23,19,1,1.0,19,17.23,2,0,0,0,0.0,0.3,11.42,SA_113716
21,19,1,1.0,20,11.42,2,1,0,0,0.0,0.3,7.59,SA_113716
11,19,1,1.0,21,7.59,2,2,0,0,0.0,0.3,5.46,SA_113716
65,19,1,1.0,22,5.46,2,0,0,0,0.0,0.3,3.88,SA_113716
9,19,1,1.0,23,3.88,2,3,0,0,0.0,0.3,3.42,SA_113716
45,19,1,1.0,24,3.42,2,0,0,0,0.0,0.3,2.67,SA_113716
43,19,1,1.0,25,2.67,2,3,0,0,0.0,0.3,2.77,SA_113716
37,19,1,1.0,26,2.77,2,0,0,1,0.0,0.3,4.22,SA_113716
69,19,1,1.0,27,4.22,2,6,1,0,0.0,0.3,2.62,SA_113716
68,18,1,1.0,1,0.0,2,2,0,0,0.0,0.1,3.02,SA_113717
36,18,1,1.0,2,3.02,2,2,0,0,0.0,0.1,3.77,SA_113717
42,18,1,1.0,3,3.77,2,0,0,0,0.0,0.1,5.38,SA_113717
44,18,1,1.0,4,5.38,2,6,1,0,0.0,0.1,6.22,SA_113717
8,18,1,1.0,5,6.22,2,1,0,0,0.0,0.1,6.74,SA_113717
64,18,1,1.0,6,6.74,2,2,0,0,0.0,0.1,7.65,SA_113717
10,18,1,1.0,7,7.65,2,3,0,0,0.0,0.1,8.56,SA_113717
20,18,1,1.0,8,8.56,2,3,0,0,0.0,0.1,8.73,SA_113717
22,18,1,1.0,9,8.73,2,4,0,1,0.0,0.1,11.52,SA_113717
105,18,1,1.0,10,11.52,2,5,1,1,0.0,0.1,13.5,SA_113717
2,18,1,3.5,11,13.5,2,6,1,0,0.7927675031966259,0.1,20.64,SA_113717
91,18,1,1.0,12,20.64,2,5,1,0,0.0,0.1,18.99,SA_113717
32,18,1,1.0,13,18.99,2,5,1,0,0.0,0.1,17.7,SA_113717
40,18,1,1.0,14,17.7,2,3,0,0,0.0,0.1,16.64,SA_113717
48,18,1,1.0,15,16.64,2,4,0,0,0.0,0.1,15.81,SA_113717
4,18,1,1.0,16,15.81,2,5,1,0,0.0,0.1,15.01,SA_113717
72,18,1,1.0,17,15.01,2,5,1,0,0.0,0.1,13.9,SA_113717
24,18,1,1.0,18,13.9,2,0,0,0,0.0,0.1,13.03,SA_113717
80,18,1,1.0,19,13.03,2,0,0,0,0.0,0.3,8.64,SA_113717
54,18,1,1.0,20,8.64,2,0,0,0,0.0,0.3,6.11,SA_113717
58,18,1,1.0,21,6.11,2,1,0,1,0.0,0.3,6.75,SA_113717
76,18,1,1.0,22,6.75,2,5,1,0,0.0,0.3,4.72,SA_113717
60,19,1,1.0,23,4.72,2,1,0,0,0.0,0.3,3.75,SA_113717
18,19,1,1.0,24,3.75,2,4,0,0,0.0,0.3,3.57,SA_113717
14,19,1,1.0,25,3.57,2,6,1,0,0.0,0.3,3.08,SA_113717
113,19,1,1.0,26,3.08,2,3,0,0,0.0,0.3,3.02,SA_113717
46,19,1,1.0,27,3.02,2,5,1,0,0.0,0.3,2.81,SA_113717
47,19,1,1.0,1,0.0,2,3,0,0,0.0,0.1,2.66,SA_113718
114,19,1,1.0,2,2.66,2,6,1,0,0.0,0.1,3.67,SA_113718
15,19,1,1.0,3,3.67,2,0,0,0,0.0,0.1,4.53,SA_113718
19,19,1,1.0,4,4.53,2,5,1,0,0.0,0.1,5.66,SA_113718
61,19,1,1.0,5,5.66,2,2,0,0,0.0,0.1,6.7,SA_113718
77,19,1,1.0,6,6.7,2,1,0,0,0.0,0.1,7.32,SA_113718
59,19,1,1.0,7,7.32,2,1,0,0,0.0,0.1,7.76,SA_113718
55,19,1,1.0,8,7.76,2,5,1,0,0.0,0.1,8.17,SA_113718
81,19,1,1.0,9,8.17,2,6,1,2,0.0,0.1,13.87,SA_113718
25,19,1,1.0,10,13.87,2,0,0,0,0.0,0.1,13.43,SA_113718
73,19,1,1.0,11,13.43,2,1,0,0,0.0,0.1,13.37,SA_113718
5,19,1,1.0,12,13.37,2,0,0,0,0.0,0.1,12.74,SA_113718
49,19,1,1.0,13,12.74,2,4,0,1,0.0,0.1,14.43,SA_113718
41,19,1,1.0,14,14.43,2,3,0,1,0.0,0.1,16.06,SA_113718
33,19,1,1.0,15,16.06,2,6,1,0,0.0,0.1,14.99,SA_113718
92,19,1,1.0,16,14.99,2,2,0,0,0.0,0.1,14.72,SA_113718
3,19,1,3.5,17,14.72,2,3,0,0,0.9781708912749612,0.1,22.87,SA_113718
106,19,1,1.0,18,22.87,2,3,0,0,0.0,0.1,20.75,SA_113718
23,19,1,1.0,19,20.75,2,4,0,0,0.0,0.3,13.64,SA_113718
21,19,1,1.0,20,13.64,2,1,0,0,0.0,0.3,9.13,SA_113718
11,19,1,1.0,21,9.13,2,2,0,0,0.0,0.3,6.97,SA_113718
65,19,1,1.0,22,6.97,2,1,0,0,0.0,0.3,5.1,SA_113718
9,19,1,1.0,23,5.1,2,5,1,1,0.0,0.3,5.37,SA_113718
45,19,1,1.0,24,5.37,2,3,0,0,0.0,0.3,4.19,SA_113718
43,19,1,1.0,25,4.19,2,5,1,0,0.0,0.3,3.44,SA_113718
37,19,1,1.0,26,3.44,2,0,0,0,0.0,0.3,2.7,SA_113718
69,19,1,1.0,27,2.7,2,3,0,1,0.0,0.3,4.58,SA_113718
68,18,1,1.0,1,0.0,2,1,0,1,0.0,0.1,4.92,SA_113719
36,18,1,1.0,2,4.92,2,3,0,0,0.0,0.1,5.64,SA_113719
42,18,1,1.0,3,5.64,2,0,0,0,0.0,0.1,5.75,SA_113719
44,18,1,1.0,4,5.75,2,4,0,1,0.0,0.1,8.88,SA_113719
8,18,1,1.0,5,8.88,2,5,1,0,0.0,0.1,9.08,SA_113719
64,18,1,1.0,6,9.08,2,5,1,0,0.0,0.1,9.57,SA_113719
10,18,1,1.0,7,9.57,2,1,0,0,0.0,0.1,10.11,SA_113719
20,18,1,1.0,8,10.11,2,3,0,0,0.0,0.1,9.89,SA_113719
22,18,1,1.0,9,9.89,2,1,0,0,0.0,0.1,10.14,SA_113719
105,18,1,1.0,10,10.14,2,4,0,1,0.0,0.1,12.85,SA_113719
2,18,1,3.5,11,12.85,2,3,0,0,0.8439027163185048,0.1,20.72,SA_113719
91,18,1,1.0,12,20.72,2,3,0,0,0.0,0.1,19.26,SA_113719
32,18,1,1.0,13,19.26,2,1,0,0,0.0,0.1,17.29,SA_113719
40,18,1,1.0,14,17.29,2,1,0,0,0.0,0.1,16.15,SA_113719
48,18,1,1.0,15,16.15,2,0,0,0,0.0,0.1,14.88,SA_113719
4,18,1,1.0,16,14.88,2,6,1,0,0.0,0.1,14.09,SA_113719
72,18,1,1.0,17,14.09,2,6,1,0,0.0,0.1,13.77,SA_113719
24,18,1,1.0,18,13.77,2,4,0,0,0.0,0.1,13.29,SA_113719
80,18,1,1.0,19,13.29,2,6,1,0,0.0,0.3,9.3,SA_113719
54,18,1,1.0,20,9.3,2,0,0,0,0.0,0.3,6.69,SA_113719
58,19,1,1.0,21,6.69,2,5,1,2,0.0,0.3,8.14,SA_113719
76,19,1,1.0,22,8.14,2,3,0,0,0.0,0.3,5.14,SA_113719
60,19,1,1.0,23,5.14,2,1,0,0,0.0,0.3,4.15,SA_113719
18,19,1,1.0,24,4.15,2,3,0,0,0.0,0.3,3.46,SA_113719
14,19,1,1.0,25,3.46,2,3,0,0,0.0,0.3,2.81,SA_113719
113,19,1,1.0,26,2.81,2,2,0,0,0.0,0.3,2.21,SA_113719
46,19,1,1.0,27,2.21,2,5,1,0,0.0,0.3,2.15,SA_113719
47,19,1,1.0,1,0.0,2,2,0,0,0.0,0.1,3.01,SA_113720
114,19,1,1.0,2,3.01,2,6,1,0,0.0,0.1,3.86,SA_113720
15,19,1,1.0,3,3.86,2,3,0,0,0.0,0.1,5.34,SA_113720
19,19,1,1.0,4,5.34,2,1,0,0,0.0,0.1,6.12,SA_113720
61,19,1,1.0,5,6.12,2,3,0,0,0.0,0.1,7.09,SA_113720
77,19,1,1.0,6,7.09,2,5,1,0,0.0,0.1,7.56,SA_113720
59,19,1,1.0,7,7.56,2,2,0,0,0.0,0.1,7.69,SA_113720
55,19,1,1.0,8,7.69,2,1,0,0,0.0,0.1,7.96,SA_113720
81,19,1,1.0,9,7.96,2,3,0,0,0.0,0.1,7.85,SA_113720
25,19,1,1.0,10,7.85,2,4,0,0,0.0,0.1,8.14,SA_113720
73,19,1,1.0,11,8.14,2,5,1,0,0.0,0.1,8.47,SA_113720
5,19,1,1.0,12,8.47,2,5,1,0,0.0,0.1,8.71,SA_113720
49,19,1,1.0,13,8.71,2,4,0,2,0.0,0.1,14.3,SA_113720
41,19,1,1.0,14,14.3,2,3,0,1,0.0,0.1,16.11,SA_113720
33,19,1,1.0,15,16.11,2,5,1,0,0.0,0.1,14.63,SA_113720
92,19,1,1.0,16,14.63,2,1,0,0,0.0,0.1,15.0,SA_113720
3,19,1,3.5,17,15.0,2,3,0,0,0.90966351620294,0.1,22.34,SA_113720
106,19,1,1.0,18,22.34,2,3,0,0,0.0,0.1,20.78,SA_113720
23,19,1,1.0,19,20.78,2,2,0,0,0.0,0.3,12.96,SA_113720
21,19,1,1.0,20,12.96,2,5,1,0,0.0,0.3,8.84,SA_113720
11,19,1,1.0,21,8.84,2,5,1,0,0.0,0.3,6.07,SA_113720
65,19,1,1.0,22,6.07,2,4,0,1,0.0,0.3,5.56,SA_113720
9,19,1,1.0,23,5.56,2,2,0,0,0.0,0.3,4.28,SA_113720
45,19,1,1.0,24,4.28,2,6,1,1,0.0,0.3,5.33,SA_113720
43,20,1,1.0,25,5.33,2,2,0,0,0.0,0.3,4.16,SA_113720
37,20,1,1.0,26,4.16,2,5,1,0,0.0,0.3,3.6,SA_113720
69,20,1,1.0,27,3.6,2,3,0,0,0.0,0.3,3.11,SA_113720
68,18,1,1.0,1,0.0,2,2,0,0,0.0,0.1,1.74,SA_113721
36,18,1,1.0,2,1.74,2,4,0,0,0.0,0.1,2.45,SA_113721
42,18,1,1.0,3,2.45,2,2,0,0,0.0,0.1,3.38,SA_113721
44,18,1,1.0,4,3.38,2,4,0,0,0.0,0.1,4.32,SA_113721
8,18,1,1.0,5,4.32,2,6,1,0,0.0,0.1,5.13,SA_113721
64,18,1,1.0,6,5.13,2,2,0,1,0.0,0.1,7.92,SA_113721
10,18,1,1.0,7,7.92,2,4,0,0,0.0,0.1,8.58,SA_113721
20,18,1,1.0,8,8.58,2,2,0,2,0.0,0.1,13.76,SA_113721
22,18,1,1.0,9,13.76,2,6,1,0,0.0,0.1,13.21,SA_113721
105,18,1,1.0,10,13.21,2,2,0,0,0.0,0.1,12.85,SA_113721
2,18,1,3.5,11,12.85,2,1,0,0,0.8604669538158594,0.1,20.24,SA_113721
91,18,1,1.0,12,20.24,2,4,0,0,0.0,0.1,18.84,SA_113721
32,18,1,1.0,13,18.84,2,6,1,1,0.0,0.1,19.9,SA_113721
40,18,1,1.0,14,19.9,2,4,0,0,0.0,0.1,18.15,SA_113721
48,18,1,1.0,15,18.15,2,4,0,0,0.0,0.1,17.1,SA_113721
4,18,1,1.0,16,17.1,2,0,0,0,0.0,0.1,16.48,SA_113721
72,18,1,1.0,17,16.48,2,6,1,0,0.0,0.1,15.73,SA_113721
24,19,1,1.0,18,15.73,2,2,0,0,0.0,0.1,15.14,SA_113721
80,19,1,1.0,19,15.14,2,4,0,0,0.0,0.3,9.9,SA_113721
54,19,1,1.0,20,9.9,2,5,1,0,0.0,0.3,6.46,SA_113721
58,19,1,1.0,21,6.46,2,0,0,0,0.0,0.3,5.34,SA_113721
76,19,1,1.0,22,5.34,2,1,0,1,0.0,0.3,6.6,SA_113721
60,19,1,1.0,23,6.6,2,4,0,0,0.0,0.3,5.44,SA_113721
18,19,1,1.0,24,5.44,2,4,0,0,0.0,0.3,4.18,SA_113721
14,19,1,1.0,25,4.18,2,0,0,0,0.0,0.3,3.19,SA_113721
113,19,1,1.0,26,3.19,2,2,0,0,0.0,0.3,2.63,SA_113721
46,19,1,1.0,27,2.63,2,5,1,0,0.0,0.3,2.11,SA_113721
47,19,1,1.0,1,0.0,2,1,0,0,0.0,0.1,2.32,SA_113722
114,19,1,1.0,2,2.32,2,4,0,0,0.0,0.1,3.46,SA_113722
15,19,1,1.0,3,3.46,2,2,0,0,0.0,0.1,4.24,SA_113722
19,19,1,1.0,4,4.24,2,6,1,0,0.0,0.1,4.61,SA_113722
61,19,1,1.0,5,4.61,2,5,1,0,0.0,0.1,5.48,SA_113722
77,19,1,1.0,6,5.48,2,6,1,0,0.0,0.1,6.6,SA_113722
59,19,1,1.0,7,6.6,2,5,1,0,0.0,0.1,6.91,SA_113722
55,19,1,1.0,8,6.91,2,1,0,2,0.0,0.1,12.4,SA_113722
81,19,1,1.0,9,12.4,2,3,0,0,0.0,0.1,11.58,SA_113722
25,19,1,1.0,10,11.58,2,5,1,1,0.0,0.1,13.64,SA_113722
73,19,1,1.0,11,13.64,2,3,0,0,0.0,0.1,13.2,SA_113722
5,19,1,1.0,12,13.2,2,6,1,0,0.0,0.1,12.94,SA_113722
49,19,1,1.0,13,12.94,2,5,1,0,0.0,0.1,12.67,SA_113722
41,19,1,1.0,14,12.67,2,1,0,0,0.0,0.1,11.66,SA_113722
33,19,1,1.0,15,11.66,2,0,0,0,0.0,0.1,11.27,SA_113722
92,19,1,1.0,16,11.27,2,1,0,0,0.0,0.1,10.79,SA_113722
3,19,1,3.5,17,10.79,2,1,0,1,0.8904572154113821,0.1,21.28,SA_113722
106,19,1,1.0,18,21.28,2,0,0,0,0.0,0.1,19.56,SA_113722
23,19,1,1.0,19,19.56,2,0,0,0,0.0,0.3,13.01,SA_113722
21,19,1,1.0,20,13.01,2,2,0,0,0.0,0.3,8.88,SA_113722
11,19,1,1.0,21,8.88,2,5,1,0,0.0,0.3,6.76,SA_113722
65,19,1,1.0,22,6.76,2,6,1,0,0.0,0.3,4.86,SA_113722
9,20,1,1.0,23,4.86,2,2,0,0,0.0,0.3,3.52,SA_113722
45,20,1,1.0,24,3.52,2,0,0,0,0.0,0.3,3.58,SA_113722
43,20,1,1.0,25,3.58,2,3,0,0,0.0,0.3,3.31,SA_113722
37,20,1,1.0,26,3.31,2,6,1,2,0.0,0.3,6.3,SA_113722
69,20,1,1.0,27,6.3,2,3,0,0,0.0,0.3,4.93,SA_113722
68,18,1,1.0,1,0.0,2,1,0,0,0.0,0.1,1.76,SA_113723
36,18,1,1.0,2,1.76,2,4,0,1,0.0,0.1,5.95,SA_113723
42,18,1,1.0,3,5.95,2,1,0,0,0.0,0.1,6.69,SA_113723
44,18,1,1.0,4,6.69,2,1,0,0,0.0,0.1,7.74,SA_113723
8,18,1,1.0,5,7.74,2,4,0,0,0.0,0.1,8.24,SA_113723
64,18,1,1.0,6,8.24,2,5,1,0,0.0,0.1,8.82,SA_113723
10,18,1,1.0,7,8.82,2,0,0,0,0.0,0.1,8.9,SA_113723
20,18,1,1.0,8,8.9,2,3,0,0,0.0,0.1,9.07,SA_113723
22,18,1,1.0,9,9.07,2,1,0,0,0.0,0.1,9.48,SA_113723
105,18,1,1.0,10,9.48,2,4,0,0,0.0,0.1,10.05,SA_113723
2,18,1,3.5,11,10.05,2,2,0,0,0.8189854774600691,0.1,18.1,SA_113723
91,18,1,1.0,12,18.1,2,1,0,1,0.0,0.1,19.36,SA_113723
32,18,1,1.0,13,19.36,2,3,0,0,0.0,0.1,18.37,SA_113723
40,18,1,1.0,14,18.37,2,0,0,0,0.0,0.1,16.46,SA_113723
48,19,1,1.0,15,16.46,2,1,0,0,0.0,0.1,15.06,SA_113723
4,19,1,1.0,16,15.06,2,1,0,1,0.0,0.1,17.01,SA_113723
72,19,1,1.0,17,17.01,2,5,1,0,0.0,0.1,15.96,SA_113723
24,19,1,1.0,18,15.96,2,4,0,0,0.0,0.1,15.25,SA_113723
80,19,1,1.0,19,15.25,2,2,0,1,0.0,0.3,11.89,SA_113723
54,19,1,1.0,20,11.89,2,2,0,0,0.0,0.3,8.3,SA_113723
58,19,1,1.0,21,8.3,2,6,1,1,0.0,0.3,7.49,SA_113723
76,19,1,1.0,22,7.49,2,0,0,0,0.0,0.3,5.68,SA_113723
60,19,1,1.0,23,5.68,2,6,1,0,0.0,0.3,4.73,SA_113723
18,19,1,1.0,24,4.73,2,3,0,1,0.0,0.3,5.98,SA_113723
14,19,1,1.0,25,5.98,2,0,0,0,0.0,0.3,5.21,SA_113723
113,19,1,1.0,26,5.21,2,1,0,0,0.0,0.3,4.22,SA_113723
46,19,1,1.0,27,4.22,2,1,0,0,0.0,0.3,3.65,SA_113723
47,19,1,1.0,1,0.0,2,2,0,1,0.0,0.1,3.97,SA_113724
114,19,1,1.0,2,3.97,2,3,0,0,0.0,0.1,5.21,SA_113724
15,19,1,1.0,3,5.21,2,4,0,0,0.0,0.1,6.1,SA_113724
19,19,1,1.0,4,6.1,2,3,0,0,0.0,0.1,6.57,SA_113724
61,19,1,1.0,5,6.57,2,1,0,0,0.0,0.1,7.48,SA_113724
77,19,1,1.0,6,7.48,2,4,0,0,0.0,0.1,7.77,SA_113724
59,19,1,1.0,7,7.77,2,3,0,0,0.0,0.1,7.82,SA_113724
55,19,1,1.0,8,7.82,2,3,0,0,0.0,0.1,8.15,SA_113724
81,19,1,1.0,9,8.15,2,4,0,0,0.0,0.1,8.18,SA_113724
25,19,1,1.0,10,8.18,2,1,0,0,0.0,0.1,8.73,SA_113724
73,19,1,1.0,11,8.73,2,3,0,0,0.0,0.1,8.67,SA_113724
5,19,1,1.0,12,8.67,2,4,0,1,0.0,0.1,11.33,SA_113724
49,19,1,1.0,13,11.33,2,5,1,1,0.0,0.1,13.92,SA_113724
41,19,1,1.0,14,13.92,2,5,1,0,0.0,0.1,13.11,SA_113724
33,19,1,1.0,15,13.11,2,1,0,0,0.0,0.1,12.77,SA_113724
92,19,1,1.0,16,12.77,2,4,0,0,0.0,0.1,12.06,SA_113724
3,19,1,3.5,17,12.06,2,5,1,0,0.8632043082070394,0.1,19.89,SA_113724
106,19,1,1.0,18,19.89,2,4,0,0,0.0,0.1,18.58,SA_113724
23,19,1,1.0,19,18.58,2,3,0,0,0.0,0.3,12.09,SA_113724
21,20,1,1.0,20,12.09,2,1,0,0,0.0,0.3,8.25,SA_113724
11,20,1,1.0,21,8.25,2,5,1,1,0.0,0.3,7.84,SA_113724
65,20,1,1.0,22,7.84,2,6,1,0,0.0,0.3,5.63,SA_113724
9,20,1,1.0,23,5.63,2,3,0,0,0.0,0.3,4.67,SA_113724
45,20,1,1.0,24,4.67,2,6,1,0,0.0,0.3,4.24,SA_113724
43,20,1,1.0,25,4.24,2,6,1,1,0.0,0.3,5.04,SA_113724
37,20,1,1.0,26,5.04,2,0,0,0,0.0,0.3,4.58,SA_113724
69,20,1,1.0,27,4.58,2,0,0,0,0.0,0.3,3.69,SA_113724
68,18,1,1.0,1,0.0,2,1,0,0,0.0,0.1,3.08,SA_113725
36,18,1,1.0,2,3.08,2,5,1,0,0.0,0.1,3.74,SA_113725
42,18,1,1.0,3,3.74,2,5,1,0,0.0,0.1,4.38,SA_113725
44,18,1,1.0,4,4.38,2,5,1,0,0.0,0.1,5.3,SA_113725
8,18,1,1.0,5,5.3,2,4,0,0,0.0,0.1,6.11,SA_113725
64,18,1,1.0,6,6.11,2,3,0,0,0.0,0.1,6.36,SA_113725
10,18,1,1.0,7,6.36,2,5,1,0,0.0,0.1,6.92,SA_113725
20,18,1,1.0,8,6.92,2,3,0,1,0.0,0.1,10.07,SA_113725
22,18,1,1.0,9,10.07,2,1,0,0,0.0,0.1,9.72,SA_113725
